Date,Severity,Source,Type,Domain,Identifier,Info
2025-12-11,Medium,URLHaus,Malicious URL,dps-radar.cfd,https://dps-radar.cfd/download.php,"URLHaus ID: 3731445 | Threat: malware_download | Tags: apk , banker"
2025-12-11,Medium,URLHaus,Malicious URL,86.54.24.29,http://86.54.24.29/Wesnoth.exe,URLHaus ID: 3731456 | Threat: malware_download | Tags: exe
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/kateynonharmonic352/thc-legacy-rp/main/amygdaloncus/thc-legacy-rp-3.4.zip,"URLHaus ID: 3731457 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/SIXXTAR/GTA-FiveM-Cheat/main/RVX-4_External/GTA-FiveM-Cheat_v3.6.zip,"URLHaus ID: 3731458 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/2043702969/U4bzPUF.exe,"URLHaus ID: 3731460 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey, Vidar"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/mr441/szedo_harvestzones/releases/download/v1.0.5/szedo_harvestzones.v1.0.5.zip,"URLHaus ID: 3731473 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/monkeybey/al_crosshair/main/Mutisia/al_crosshair.zip,"URLHaus ID: 3731461 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/opiostephen/qb-playtime/main/dysphrenia/qb-playtime.zip,"URLHaus ID: 3731462 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/rajveer2589/DS_Interact/main/hemihedrism/DS_Interact.zip,"URLHaus ID: 3731463 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,njs.c0rres5cour.ru,https://njs.c0rres5cour.ru/b2aep3yv,URLHaus ID: 3731464 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/DayvidBlack/Bob/main/unsprouted/Bob.zip,"URLHaus ID: 3731465 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/anuj4sharma/FiveM-Mod-Menu/main/weeshy/FiveM-Mod-Menu.zip,"URLHaus ID: 3731466 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,5idt.c0rres5cour.ru,https://5idt.c0rres5cour.ru/coy5zoeh,URLHaus ID: 3731467 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,cxks9.bu1gep2lest.ru,https://cxks9.bu1gep2lest.ru/2brzxvur,URLHaus ID: 3731468 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,raw.githubusercontent.com,https://raw.githubusercontent.com/m1lleys/mills/refs/heads/main/m5n6b7v8.exe,"URLHaus ID: 3731469 | Threat: malware_download | Tags: exe, Vidar"
2025-12-11,Medium,URLHaus,Malicious URL,boost.bu1gep2lest.ru,https://boost.bu1gep2lest.ru/7v6hpfzq,URLHaus ID: 3731470 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,boost.bu1gep2lest.ru,https://boost.bu1gep2lest.ru/kgpcyu7z,URLHaus ID: 3731471 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/t0rp24/qb-foodorder/releases/download/2.4.7/qb-foodorder.v2.4.7.zip,"URLHaus ID: 3731472 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/Avocado-dotcom/Brookhaven--t4/releases/download/v1.0.0/Brookhaven.t4.v1.0.0.zip,"URLHaus ID: 3731503 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/HOXXVS1/Anime-Rangers-X-Script/releases/download/2.1.9/Anime.Rangers.X.Script.v2.1.9.zip,"URLHaus ID: 3731504 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/troykja/Arise-Crossover-Script/releases/download/v3.5.7/Arise.Crossover.Script.v3.5.7.zip,"URLHaus ID: 3731505 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,joke.ha1fakos0l.ru,https://joke.ha1fakos0l.ru/r4zoojqi,URLHaus ID: 3731548 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,field.f1ippme7re.ru,https://field.f1ippme7re.ru/4d86271o,URLHaus ID: 3731536 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,field.f1ippme7re.ru,https://field.f1ippme7re.ru/tg51b8ip,URLHaus ID: 3731537 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,flip.f1ippme7re.ru,https://flip.f1ippme7re.ru/sq88csc3,URLHaus ID: 3731539 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,flip.f1ippme7re.ru,https://flip.f1ippme7re.ru/uljtr8rk,URLHaus ID: 3731538 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,lxp1.f1ippme7re.ru,https://lxp1.f1ippme7re.ru/xzz2hpwi,URLHaus ID: 3731540 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,lxp1.f1ippme7re.ru,https://lxp1.f1ippme7re.ru/yutz8soj,URLHaus ID: 3731541 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,ocean.f1ippme7re.ru,https://ocean.f1ippme7re.ru/os7t3tcw,URLHaus ID: 3731542 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,ocean.f1ippme7re.ru,https://ocean.f1ippme7re.ru/xkf04oj7,URLHaus ID: 3731543 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,core.ha1fakos0l.ru,https://core.ha1fakos0l.ru/zjhkkhxt,URLHaus ID: 3731544 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,core.ha1fakos0l.ru,https://core.ha1fakos0l.ru/ghafkfs3,URLHaus ID: 3731545 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,ely.ha1fakos0l.ru,https://ely.ha1fakos0l.ru/uujtx9ij,URLHaus ID: 3731546 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,ely.ha1fakos0l.ru,https://ely.ha1fakos0l.ru/1gjqwtdl,URLHaus ID: 3731547 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.i686,"URLHaus ID: 3731551 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,46.chel0be7upt.ru,https://46.chel0be7upt.ru/kfozmt82,URLHaus ID: 3731506 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.arm7,"URLHaus ID: 3731550 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.arm,"URLHaus ID: 3731549 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.arm6,"URLHaus ID: 3731555 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.sh4,"URLHaus ID: 3731554 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.sparc,"URLHaus ID: 3731553 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.mips,"URLHaus ID: 3731552 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.x86_64,"URLHaus ID: 3731562 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.m68k,"URLHaus ID: 3731561 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.mips64,"URLHaus ID: 3731560 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.arc,"URLHaus ID: 3731559 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.ppc,"URLHaus ID: 3731558 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.arm5,"URLHaus ID: 3731557 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,Medium,URLHaus,Malicious URL,i1.bra9lupt5ev.ru,https://i1.bra9lupt5ev.ru/8al1lns3,URLHaus ID: 3731535 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,i1.bra9lupt5ev.ru,https://i1.bra9lupt5ev.ru/b5nc3hqd,URLHaus ID: 3731534 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/7834156259/8lse2wy.exe,"URLHaus ID: 3731533 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,fbk.bra9lupt5ev.ru,https://fbk.bra9lupt5ev.ru/ollx5y1p,URLHaus ID: 3731532 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,nzhr.chel0be7upt.ru,https://nzhr.chel0be7upt.ru/68qr1km1,URLHaus ID: 3731507 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,rocket.chel0be7upt.ru,https://rocket.chel0be7upt.ru/4qh4jjtc,URLHaus ID: 3731508 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,omega.chel0be7upt.ru,https://omega.chel0be7upt.ru/3gtewog1,URLHaus ID: 3731509 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,omega.chel0be7upt.ru,https://omega.chel0be7upt.ru/122mj4co,URLHaus ID: 3731510 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,v8r7.effu5rep7eh.ru,https://v8r7.effu5rep7eh.ru/vtn6c2an,URLHaus ID: 3731511 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,byte.effu5rep7eh.ru,https://byte.effu5rep7eh.ru/aozas33v,URLHaus ID: 3731512 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,byte.effu5rep7eh.ru,https://byte.effu5rep7eh.ru/1p5axj0q,URLHaus ID: 3731513 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,flame.effu5rep7eh.ru,https://flame.effu5rep7eh.ru/327wdiql,URLHaus ID: 3731514 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,flame.effu5rep7eh.ru,https://flame.effu5rep7eh.ru/3f08kc2g,URLHaus ID: 3731515 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,5oj6.effu5rep7eh.ru,https://5oj6.effu5rep7eh.ru/p73qhdw4,URLHaus ID: 3731516 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,bgmb.f1ukomki5s.ru,https://bgmb.f1ukomki5s.ru/m9919f1t,URLHaus ID: 3731517 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,mist.f1ukomki5s.ru,https://mist.f1ukomki5s.ru/bhyg1ifx,URLHaus ID: 3731518 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,pixel.f1ukomki5s.ru,https://pixel.f1ukomki5s.ru/aj2brhp3,URLHaus ID: 3731519 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,pixel.f1ukomki5s.ru,https://pixel.f1ukomki5s.ru/rx431kr1,URLHaus ID: 3731520 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,letter.r0cketf2rm.ru,https://letter.r0cketf2rm.ru/y9d6w0kn,URLHaus ID: 3731521 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,delta.r0cketf2rm.ru,https://delta.r0cketf2rm.ru/fw8wuvl6,URLHaus ID: 3731522 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,cdr.r0cketf2rm.ru,https://cdr.r0cketf2rm.ru/f37nfkzn,URLHaus ID: 3731523 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,cdr.r0cketf2rm.ru,https://cdr.r0cketf2rm.ru/zxj6zjws,URLHaus ID: 3731524 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,648.r0cketf2rm.ru,https://648.r0cketf2rm.ru/xvurn0am,URLHaus ID: 3731525 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,648.r0cketf2rm.ru,https://648.r0cketf2rm.ru/o033vckb,URLHaus ID: 3731526 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,f0.bra9lupt5ev.ru,https://f0.bra9lupt5ev.ru/jy6ysseq,URLHaus ID: 3731527 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,tqe.bra9lupt5ev.ru,https://tqe.bra9lupt5ev.ru/cljr9722,URLHaus ID: 3731528 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,tqe.bra9lupt5ev.ru,https://tqe.bra9lupt5ev.ru/o04yuwoy,URLHaus ID: 3731529 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/5297474040/ZOeZNqS.exe,"URLHaus ID: 3731530 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,fbk.bra9lupt5ev.ru,https://fbk.bra9lupt5ev.ru/ro6ebwbi,URLHaus ID: 3731531 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/5297474040/5qEOpbg.bat,"URLHaus ID: 3731446 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,pub-de201ae7e2b5462bb418c93efd6fb8a5.r2.dev,https://pub-de201ae7e2b5462bb418c93efd6fb8a5.r2.dev/proposal.exe,URLHaus ID: 3731444 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,apsom.org,https://apsom.org/motphim.exe,URLHaus ID: 3731442 | Threat: malware_download | Tags: vanillarat
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arm6,"URLHaus ID: 3731379 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/cron,"URLHaus ID: 3731356 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/bash,"URLHaus ID: 3731355 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/sshd,"URLHaus ID: 3731354 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,customers-help.online,http://customers-help.online/sh,"URLHaus ID: 3731353 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/tftp,"URLHaus ID: 3731352 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/x64_bot,"URLHaus ID: 3731363 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/apache2,"URLHaus ID: 3731362 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/openssh,"URLHaus ID: 3731365 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/bins.sh,"URLHaus ID: 3731364 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.i686,"URLHaus ID: 3731367 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.spc,"URLHaus ID: 3731366 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.ppc,"URLHaus ID: 3731380 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/debug,"URLHaus ID: 3731378 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.i686,"URLHaus ID: 3731383 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.spc,"URLHaus ID: 3731377 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arm5,"URLHaus ID: 3731376 | Threat: malware_download | Tags: mirai, opendir"
